DS_TO_MF_execute_ls,ALPHAPR
P.JW.GR.IF9.RCOEDWEXP_EXPFILE11.EXPORA_RCO_PDM_DETAIL_M.BAT,P.JW.GR.IF9.RCOEDWEXP_EXPFILE12.EXPORA_RCO_RATING_M.BAT
P.JW.GR.IF9.RCOEDWEXP_EXPFILE12.EXPORA_RCO_RATING_M.BAT,P.JW.GR.IF9.RCOEDWEXP_EXPFILE17.EXPORA_RCO_SECURITIES_M.BAT
P.JW.GR.IF9.RCOEDWEXP_TABLELOAD01.EXPORA_RCO_LOADTABLES.BAT,P.JW.GR.IF9.RCOEDWEXP_EXPFILE13_RCO_REJECTION_DETAIL_M.BAT
P.JW.GR.IF9.RCOEDWEXP_EXPFILE13_RCO_REJECTION_DETAIL_M.BAT,P.JW.GR.IF9.RCOEDWEXP_EXPFILE14.EXPORA_RCO_REPOS_M.BAT
P.JW.GR.IF9.RCOEDWEXP_EXPFILE14.EXPORA_RCO_REPOS_M.BAT,P.JW.GR.IF9.RCOEDWEXP_EXPFILE15.EXPORA_RCO_RESULTS_DETAIL_M.BAT
P.JW.GR.IF9.RCOEDWEXP_EXPFILE15.EXPORA_RCO_RESULTS_DETAIL_M.BAT,P.JW.GR.IF9.RCOEDWEXP_EXPFILE16.EXPORA_RCO_RUN_DETAIL_M.BAT
P.JW.GR.IF9.RCOEDWEXP_EXPFILE16.EXPORA_RCO_RUN_DETAIL_M.BAT,P.NE.GR.IF9.S.ETL.EXPORTFOREDW
P.JS.GR.SAP.FA_MP,P.FT.GR.IF9.FA.MP
P.JW.GR.IF9.CLEARDIR,P.JS.GR.SAP.FA_MP
P.JW.GR.INV.UBIXTOARM.EXPORTARMTRANSFROMUBIX.BAT,P.EW.GR.INV.UBIXARM_YYYYMMDD.CSV
P.FT.GR.INV.UBIXARMTOATHEX.SENDETE,ENDFOLD
P.FT.GR.INV.UBIXARMTOATHEX.SENDPEND,ENDFOLD
P.EW.GR.INV.UBIXARM_YYYYMMDD.CSV,ENDFOLD
P.JW.GR.INV.UBIXARMTOATHEX.SENDAXE,ENDFOLD
P.JW.GR.INV.UBIXARMTOATHEX.BACKUPETE,P.FT.GR.INV.UBIXARMTOATHEX.SENDETE
P.FT.GR.INV.UBIXARMTOATHEX.SENDPEND,END_P.FL.GR.INV.UBIX.UBIXARM_.CSV.EXISTANCE
P.JW.GR.INV.UBIXARMTOATHEX.BACKUPPEND,P.FT.GR.INV.UBIXARMTOATHEX.SENDPEND
P.EW.GR.INV.UBIX_PENDING_ARMTRANS_YYYYMMDD.CSV,P.JW.GR.INV.UBIXARMTOATHEX.BACKUPPEND
P.EW.GR.INV.UBIXETE_ARMTRANS_YYYYMMDD.CSV,P.JW.GR.INV.UBIXARMTOATHEX.BACKUPETE
P.JW.GR.INV.UBIXARMTOATHEX.EXPORTUBIXARMTRANS.BAT,P.EW.GR.INV.UBIXETE_ARMTRANS_YYYYMMDD.CSV
P.JW.GR.INV.UBIXARMTOATHEX.EXPORTUBIXARMTRANS.BAT,P.EW.GR.INV.UBIX_PENDING_ARMTRANS_YYYYMMDD.CSV
P.EW.GR.INV.UBIXEX_ARMTRANS_YYYYMMDD.CSV,P.JW.GR.INV.UBIXARMTOATHEX.BACKUPAXE
P.JW.GR.INV.UBIXARMTOATHEX.EXPORTUBIXARMTRANS.BAT,P.EW.GR.INV.UBIXEX_ARMTRANS_YYYYMMDD.CSV
P.JW.GR.INV.UBIXARMTOATHEX.BACKUPAXE,P.FT.GR.INV.UBIXARMTOATHEX.SENDAXE
P.JW.GR.INV.UBIXTOARM.LOADUBIXARMTRANSTOWEALTH.BAT,P.JW.GR.INV.UBIXARMTOATHEX.EXPORTUBIXARMTRANS.BAT
P.JW.GR.INV.UBIXARMTOATHEX.BACKUPUBIXFILE,P.JW.GR.INV.UBIXTOARM.LOADUBIXARMTRANSTOWEALTH.BAT
P.EW.GR.INV.UBIXARM_YYYYMMDD.CSV,P.JW.GR.INV.UBIXARMTOATHEX.BACKUPUBIXFILE
P.FT.GR.INV.UBIXARMTOATHEX.SENDAXE,P.JW.GR.INV.UBIXARMTOATHEX.SENDAXE
P.FT.GR.MAN.EDW.DELTA.FILE.DIR,P.FT.GR.MAN.EDW.DELTA.FILE.NEW
P.JU.GR.MAN.EDW.ALL_WITH_DELTA.SH,P.FT.GR.MAN.EDW.DELTA.FILE.DIR
P.FT.GR.MLN.MELLON.EVALUE.CC_INBOUND,P.JW.GR.MLN.LOADMELLONCALLS.BAT
P.FT.GR.OAF.BONDS.RECON.FILE,P.JW.GR.OAF.BONDS.RECON.FILE.BACKUP
P.JW.GR.OAF.TREASURYCALL4_WEALTH_RECON.BAT,P.FT.GR.OAF.BONDS.RECON.FILE
P.FT.GR.TLC.TELECROFT_CC,P.JW.GR.TLC.TELECROFT_CC.LOADOUTSOURCERCALLS.BAT
P.JW.GR.WEF.LEPETE,P.FT.GR.WEF.LEPETE
P.JU.GR.RSS.1A_STARTDECISIONSERVER.SH,P.JU.GR.RSS.CHECK_DECISIONSERVER_STATUS.SH.CHECK
P.JU.GR.RSS.RSBACKUP_DAILY.SH+1,P.JU.GR.RSS.1A_STARTDECISIONSERVER.SH
P.JU.GR.RSS.DSMC_SCHEDULE_PCS,P.JU.GR.RSS.1A_STARTDECISIONSERVER.SH
P.JU.GR.RSS.2A_STOPDECISIONSERVER.SH+1,P.SC.GR.RSS.WAIT.1800
P.JU.GR.RSS.CHECK_DECISIONSERVER_STATUS.SH.CHECK,P.SC.GR.RSS.INTERNAL.AUDIT.GET.DATE
P.SC.GR.RSS.WAIT.1800,P.JU.GR.RSS.RSBACKUP_DAILY.SH+1
P.SC.GR.RSS.WAIT.1800,P.JU.GR.RSS.ONLINE_BACKUP_RSDB.SH.WEEKLY
P.JU.GR.RSS.ONLINE_BACKUP_RSDB.SH.WEEKLY,P.JU.GR.RSS.DSMC_SCHEDULE_PCS
P.JU.GR.RSS.DSMC_SCHEDULE_PCS,END_P.FL.GR.RSS.BACKUP
P.SC.GR.RSS.INTERNAL.AUDIT.GET.DATE,P.FL.GR.RSS.INTERNAL.AUDIT.CRITICAL.FILES
P.SC.GR.RSS.INTERNAL.AUDIT.GET.DATE,P.JW.GR.RSS.QUALCO_NOCONTACT_DECEASED.BAT
P.JW.GR.RSS.QUALCO_NOCONTACT_DECEASED.BAT,P.EW.GR.RSS.QUALCO_DECEASEDCUSTOMERS.FINISHED
P.JW.GR.RSS.QUALCO_NOCONTACT_DECEASED.BAT,P.EW.GR.RSS.QUALCO_NOCONTACTCUSTOMERS.FINISHED
P.FL.GR.RSS.CMS.INTERNAL.AUDIT.CRITICAL.FILES,P.FL.GR.RSS.CMS.INTERNAL.AUDIT
P.EU.GR.RSS.ACCOUNT_CARDS.CSV.ZIP,P.JW.GR.RSS.DELETE.ACCOUNT_CARDS_FINISH.FILE
P.JU.GR.RSS.ACCOUNT_CARDS_SEM,P.EU.GR.RSS.ACCOUNT_CARDS.CSV.ZIP
P.EU.GR.RSS.ACCOUNT_TO_ACCOUNT_CRD_.CSV.ZIP,P.JW.GR.RSS.DELETE.ACCOUNT_TO_ACCOUNT_CRD_FINISH.FILE
P.JU.GR.RSS.ACCOUNT_TO_ACCOUNT_CRD_SEM,P.EU.GR.RSS.ACCOUNT_TO_ACCOUNT_CRD_.CSV.ZIP
P.EU.GR.RSS.CUSTOMERACCOUNT_CRD_.CSV.ZIP,P.JW.GR.RSS.DELETE.CUSTOMERACCOUNT_CRD_FINISH.FILE
P.JU.GR.RSS.CUSTOMERACCOUNT_CRD_SEM,P.EU.GR.RSS.CUSTOMERACCOUNT_CRD_.CSV.ZIP
P.FT.GR.RSS.ACCOUNT_CARDS_.CSV,P.JU.GR.RSS.ACCOUNT_CARDS_SEM
P.FT.GR.RSS.ACCOUNT_TO_ACCOUNT_CRD_.CSV,P.JU.GR.RSS.ACCOUNT_TO_ACCOUNT_CRD_SEM
P.JW.GR.RSS.DELETE.CUSTOMERACCOUNT_CRD_FINISH.FILE,P.FT.GR.RSS.ACCOUNT_TO_ACCOUNT_CRD_.CSV
P.FT.GR.RSS.CUSTOMERACCOUNT_CRD_.CSV,P.JU.GR.RSS.CUSTOMERACCOUNT_CRD_SEM
P.JW.GR.RSS.DELETE.ACCOUNT_CARDS_FINISH.FILE,P.FT.GR.RSS.CUSTOMERACCOUNT_CRD_.CSV
P.JU.GR.RSS.CMS.10A_STARTCUSTOMERACCOUNTRL_CARDS.SH,P.JU.GR.RSS.CMS.11A_STARTACCOUNTACCOUNTRL_CARDS.SH
P.JW.GR.RSS.DELETE.ACCOUNT_TO_ACCOUNT_CRD_FINISH.FILE,P.JU.GR.RSS.CMS.10A_STARTCUSTOMERACCOUNTRL_CARDS.SH
P.JU.GR.RSS.CMS.11A_STARTACCOUNTACCOUNTRL_CARDS.SH,P.SC.GR.RSS.WAIT.1800+1
P.FL.GR.RSS.INTERNAL.AUDIT.SUBFLOW,P.FL.GR.RSS.CMS.INTERNAL.AUDIT.CRITICAL.FILES
P.FL.GR.RSS.INTERNAL.AUDIT.CRITICAL.FILES,P.FL.GR.RSS.INTERNAL.AUDIT.SUBFLOW
P.EU.GR.RSS.ACCOUNT.CSV.ZIP,P.JW.GR.RSS.DELETE.ACCOUNT.FINISH.FILE
P.JU.GR.RSS.ACCOUNT.SEM,P.EU.GR.RSS.ACCOUNT.CSV.ZIP
P.EU.GR.RSS.ACCOUNT_TO_ACCOUNT.CSV.ZIP,P.JW.GR.RSS.DELETE.ACCOUNT_TO_ACCOUNT_FINISH.FILE
P.JU.GR.RSS.ACCOUNT_TO_ACCOUNT_SEM,P.EU.GR.RSS.ACCOUNT_TO_ACCOUNT.CSV.ZIP
P.EU.GR.RSS.CASH_BALANCES.CSV.ZIP,P.JW.GR.RSS.DELETE.CASH_BALANCES_FINISH.FILE
P.JU.GR.RSS.CASH_BALANCES.SEM,P.EU.GR.RSS.CASH_BALANCES.CSV.ZIP
P.EU.GR.RSS.CHANGEFIELDS_CUSTOMER_ACCOUNTS.CSV.ZIP,P.JW.GR.RSS.DELETE.CHANGEFIELDS_CUSTOMER_ACCOUNTS_FINISH.FILE
P.JU.GR.RSS.CHANGEFIELDS_CUSTOMER_ACCOUNTS_SEM,P.EU.GR.RSS.CHANGEFIELDS_CUSTOMER_ACCOUNTS.CSV.ZIP
P.EU.GR.RSS.CUSTOMER.CSV.ZIP,P.JW.GR.RSS.DELETE.CUSTOMER.FINISH.FILE
P.JU.GR.RSS.CUSTOMER.SEM,P.EU.GR.RSS.CUSTOMER.CSV.ZIP
P.EU.GR.RSS.CUSTOMERACCOUNT.CSV.ZIP,P.JW.GR.RSS.DELETE.CUSTOMERACCOUNT_FINISH.FILE
P.JU.GR.RSS.CUSTOMERACCOUNT_SEM,P.EU.GR.RSS.CUSTOMERACCOUNT.CSV.ZIP
P.EU.GR.RSS.CUSTOMERDATACONFIRMATION.CSV.ZIP,P.JW.GR.RSS.DELETE.CUSTOMERDATACONFIRMATION.FINISH.FILE
P.JU.GR.RSS.CUSTOMERDATACONFIRMATION.SEM,P.EU.GR.RSS.CUSTOMERDATACONFIRMATION.CSV.ZIP
P.EU.GR.RSS.CUSTOMERDOCUMENTATION.CSV.ZIP,P.JW.GR.RSS.DELETE.CUSTOMERDOCUMENTATION.FINISH.FILE
P.JU.GR.RSS.CUSTOMERDOCUMENTATION.SEM,P.EU.GR.RSS.CUSTOMERDOCUMENTATION.CSV.ZIP
P.EU.GR.RSS.CUSTOMERINDICATOR.CSV.ZIP,P.JW.GR.RSS.DELETE.CUSTOMERINDICATOR.FINISH.FILE
P.JU.GR.RSS.CUSTOMERINDICATOR.SEM,P.EU.GR.RSS.CUSTOMERINDICATOR.CSV.ZIP
P.EU.GR.RSS.CUSTOMERLOGICALADDRESS.CSV.ZIP,P.JW.GR.RSS.DELETE.CUSTOMERLOGICALADDRESS.FINISH.FILE
P.JU.GR.RSS.CUSTOMERLOGICALADDRESS.SEM,P.EU.GR.RSS.CUSTOMERLOGICALADDRESS.CSV.ZIP
P.EU.GR.RSS.CUSTOMERORGANIZATION.CSV.ZIP,P.JW.GR.RSS.DELETE.CUSTOMERORGANIZATION.FINISH.FILE
P.JU.GR.RSS.CUSTOMERORGANIZATION.SEM,P.EU.GR.RSS.CUSTOMERORGANIZATION.CSV.ZIP
P.EU.GR.RSS.CUSTOMERPHYSICALADDRESS.CSV.ZIP,P.JW.GR.RSS.DELETE.CUSTOMERPHYSICALADDRESS.FINISH.FILE
P.JU.GR.RSS.CUSTOMERPHYSICALADDRESS.SEM,P.EU.GR.RSS.CUSTOMERPHYSICALADDRESS.CSV.ZIP
P.EU.GR.RSS.CUSTOMERQUESTIONNAIRES.CSV.ZIP,P.JW.GR.RSS.DELETE.CUSTOMERQUESTIONNAIRES.FINISH.FILE
P.JU.GR.RSS.CUSTOMERQUESTIONNAIRES.SEM,P.EU.GR.RSS.CUSTOMERQUESTIONNAIRES.CSV.ZIP
P.EU.GR.RSS.CUSTOMER_TO_CUSTOMER.CSV.ZIP,P.JW.GR.RSS.DELETE.CUSTOMER_TO_CUSTOMER_FINISH.FILE
P.JU.GR.RSS.CUSTOMER_TO_CUSTOMER_SEM,P.EU.GR.RSS.CUSTOMER_TO_CUSTOMER.CSV.ZIP
P.EU.GR.RSS.DEPOSITS_MON_.CSV.ZIP,P.JW.GR.RSS.DELETE.DEPOSITS_MON_FINISH.FILE
P.JU.GR.RSS.DEPOSITS_MON_SEM,P.EU.GR.RSS.DEPOSITS_MON_.CSV.ZIP
P.EU.GR.RSS.DEPOSITS_NONMON.CSV.ZIP,P.JW.GR.RSS.DELETE.DEPOSITS_NONMON_FINISH.FILE
P.JU.GR.RSS.DEPOSITS_NONMON_SEM,P.EU.GR.RSS.DEPOSITS_NONMON.CSV.ZIP
P.EU.GR.RSS.FX_RATES.CSV.ZIP,P.JW.GR.RSS.DELETE.FX_RATES_FINISH.FILE
P.JU.GR.RSS.FX_RATES_SEM,P.EU.GR.RSS.FX_RATES.CSV.ZIP
P.EU.GR.RSS.INFRA.CSV.ZIP,P.JW.GR.RSS.DELETE.INFRA_FINISH.FILE
P.JU.GR.RSS.INFRA.SEM,P.EU.GR.RSS.INFRA.CSV.ZIP
P.EU.GR.RSS.INTERNET_BANKING.CSV.ZIP,P.JW.GR.RSS.DELETE.INTERNET_BANKING_FINISH.FILE
P.JU.GR.RSS.INTERNET_BANKING_SEM,P.EU.GR.RSS.INTERNET_BANKING.CSV.ZIP
P.EU.GR.RSS.INVESTMENTTRADES_.CSV.ZIP,P.JW.GR.RSS.DELETE.INVESTMENTTRADES_.FILE
P.JU.GR.RSS.INVESTMENTTRADES_SEM,P.EU.GR.RSS.INVESTMENTTRADES_.CSV.ZIP
P.EU.GR.RSS.ONLINECONNECTIONS.CSV.ZIP,P.JW.GR.RSS.DELETE.ONLINECONNECTIONS_FINISH.FILE
P.JU.GR.RSS.ONLINECONNECTION.SEM,P.EU.GR.RSS.ONLINECONNECTIONS.CSV.ZIP
P.EU.GR.RSS.PARALIST.CSV.ZIP,P.JW.GR.RSS.DELETE.PARALIST.FINISH.FILE
P.JU.GR.RSS.PARALIST.SEM,P.EU.GR.RSS.PARALIST.CSV.ZIP
P.EU.GR.RSS.PAYMENTMASTER.CSV.ZIP,P.JW.GR.RSS.DELETE.PAYMENTMASTER.FINISH.FILE
P.JU.GR.RSS.PAYMENTMASTER.SEM,P.EU.GR.RSS.PAYMENTMASTER.CSV.ZIP
P.EU.GR.RSS.SAFEDEPOSITSTRANSACTIONS.CSV.ZIP,P.JW.GR.RSS.DELETE.SAFEDEPOSITSTRANSACTIONS.FINISH.FILE
P.JU.GR.RSS.SAFEDEPOSITSTRANSACTIONS.SEM,P.EU.GR.RSS.SAFEDEPOSITSTRANSACTIONS.CSV.ZIP
P.EU.GR.RSS.TD_MASTERMON_.CSV.ZIP,P.JW.GR.RSS.DELETE.TD_MASTERMON.FILE
P.JU.GR.RSS.TD_MASTERMON_SEM,P.EU.GR.RSS.TD_MASTERMON_.CSV.ZIP
P.EU.GR.RSS.TRANSACTIONSDESCRIPTION.CSV.ZIP,P.JW.GR.RSS.DELETE.TRANSACTIONSDESCRIPTION.FINISH.FILE
P.JU.GR.RSS.TRANSACTIONSDESCRIPTION.SEM,P.EU.GR.RSS.TRANSACTIONSDESCRIPTION.CSV.ZIP
P.EU.GR.RSS.TRN_6900.CSV.ZIP,P.JW.GR.RSS.DELETE.TRN_6900_FINISH.FILE
P.JU.GR.RSS.TRN_6900.SEM,P.EU.GR.RSS.TRN_6900.CSV.ZIP
P.EU.GR.RSS.TRN_9920.CSV.ZIP,P.JW.GR.RSS.DELETE.TRN_9920_FINISH.FILE
P.JU.GR.RSS.TRN_9920_SEM,P.EU.GR.RSS.TRN_9920.CSV.ZIP
P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY,P.JU.GR.RSS.9A_STARTDATABASESERVICE_29.SH
P.JW.GR.RSS.DELETE.TRN_9920_FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.CASH_BALANCES_FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.TRN_6900_FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.TRANSACTIONSDESCRIPTION.FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.PARALIST.FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.SNTENAPPLICATION.FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.SNTENAPPLXCHECK.FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.SNTENCHECK.FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.TREASURY.FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.ACCOUNTINGENTRIES.FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.TRN_5620_FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.TRN_3360_FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.GPPPAYMENTDATA_FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.GPPERRORMSG_FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.GPPAUDITTRAIL_FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.SAPBALANCE_FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.SAPSUPPLIERS_FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.CHEQUEANNOUNCEMENTS.FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY-21
P.JW.GR.RSS.DELETE.CHEQUESTATUS.FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY-352
P.JW.GR.RSS.DELETE.CHEQUETRANSACTIONS.FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY-105
P.JW.GR.RSS.DELETE.COMPLAINTS_FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.WHITELISTTRANSACTIONS.FINISH.FILE,P.EW.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.QUALYS_FINISH.FILE,P.JU.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.REMEDY_FINISH.FILE,P.JU.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.UTP_FINISH.FILE,P.JU.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.LOANS_FINISH.FILE,P.JU.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.COLLATERAL_ALLOCATION_FINISH.FILE,P.JU.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.CARD_MONETARY_MOVEMENTS_FINISH.FILE,P.JU.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.FORFEITURE_X_INSTALLMENTS_FINISH.FILE,P.JU.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.FORFEITURE_FINISH.FILE,P.JU.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.JW.GR.RSS.DELETE.FCCM_CASES_FINISH.FILE,P.JU.GR.RSS.DEPOSITSMON.INCOMING.EMPTY
P.EW.GR.RSS.DEPOSITSNONMON.INCOMING.EMPTY,P.JU.GR.RSS.8A_START_DATABASESERVICE_106.SH
P.JU.GR.RSS.5A_STARTCUSTOMERACCOUNT.SH,P.EW.GR.RSS.DEPOSITSNONMON.INCOMING.EMPTY
P.JU.GR.RSS.6A_STARTACCOUNTACCOUNT.SH,P.EW.GR.RSS.DEPOSITSNONMON.INCOMING.EMPTY
P.JU.GR.RSS.7A_STARTCASHBALANCE.SH,P.EW.GR.RSS.DEPOSITSNONMON.INCOMING.EMPTY
P.JU.GR.RSS.9A_STARTDATABASESERVICE_29.SH,P.EW.GR.RSS.DEPOSITSNONMON.INCOMING.EMPTY
P.FT.GR.RSS.ACCOUNT.CSV,P.JU.GR.RSS.ACCOUNT.SEM
P.FT.GR.RSS.ACCOUNT_TO_ACCOUNT.CSV,P.JU.GR.RSS.ACCOUNT_TO_ACCOUNT_SEM
P.JW.GR.RSS.DELETE.CHANGEFIELDS_CUSTOMER_ACCOUNTS_FINISH.FILE,P.FT.GR.RSS.ACCOUNT_TO_ACCOUNT.CSV
P.FT.GR.RSS.CASH_BALANCES.CSV,P.JU.GR.RSS.CASH_BALANCES.SEM
P.JW.GR.RSS.DELETE.ONLINECONNECTIONS_FINISH.FILE,P.FT.GR.RSS.CASH_BALANCES.CSV
LFTPDCCD,CASHBAL
P.FT.GR.RSS.CHANGEFIELDS_CUSTOMER_ACCOUNTS.CSV,P.JU.GR.RSS.CHANGEFIELDS_CUSTOMER_ACCOUNTS_SEM
P.JW.GR.RSS.DELETE.CUSTOMERACCOUNT_FINISH.FILE,P.FT.GR.RSS.CHANGEFIELDS_CUSTOMER_ACCOUNTS.CSV
P.FT.GR.RSS.CUSTOMER.CSV,P.JU.GR.RSS.CUSTOMER.SEM
P.FT.GR.RSS.CUSTOMERACCOUNT_.CSV,P.JU.GR.RSS.CUSTOMERACCOUNT_SEM
P.JW.GR.RSS.DELETE.CUSTOMERDATACONFIRMATION.FINISH.FILE,P.FT.GR.RSS.CUSTOMERACCOUNT_.CSV
P.JW.GR.RSS.DELETE.CUSTOMERINDICATOR.FINISH.FILE,P.FT.GR.RSS.CUSTOMERACCOUNT_.CSV
P.JW.GR.RSS.DELETE.CUSTOMERLOGICALADDRESS.FINISH.FILE,P.FT.GR.RSS.CUSTOMERACCOUNT_.CSV
P.JW.GR.RSS.DELETE.CUSTOMERORGANIZATION.FINISH.FILE,P.FT.GR.RSS.CUSTOMERACCOUNT_.CSV
P.JW.GR.RSS.DELETE.CUSTOMERQUESTIONNAIRES.FINISH.FILE,P.FT.GR.RSS.CUSTOMERACCOUNT_.CSV
P.JW.GR.RSS.DELETE.EWS_CORP_FINISH.FILE,P.FT.GR.RSS.CUSTOMERACCOUNT_.CSV
P.FT.GR.RSS.CUSTOMERDATACONFIRMATION.CSV,P.JU.GR.RSS.CUSTOMERDATACONFIRMATION.SEM
P.JW.GR.RSS.DELETE.CUSTOMER_TO_CUSTOMER_FINISH.FILE,P.FT.GR.RSS.CUSTOMERDATACONFIRMATION.CSV
P.JW.GR.RSS.DELETE.CUSTOMERDOCUMENTATION.FINISH.FILE,P.FT.GR.RSS.CUSTOMERDATACONFIRMATION.CSV
P.JW.GR.RSS.DELETE.CUSTOMERPHYSICALADDRESS.FINISH.FILE,P.FT.GR.RSS.CUSTOMERDATACONFIRMATION.CSV
P.JW.GR.RSS.DELETE.QUALCO_DECEASEDCUSTOMERS_FINISH.FILE,P.FT.GR.RSS.CUSTOMERDATACONFIRMATION.CSV
P.JW.GR.RSS.DELETE.QUALCO_DECEASEDCUSTOMERS_FINISH.FILE,P.FT.GR.RSS.CUSTOMERDATACONFIRMATION.CSV-759
P.JW.GR.RSS.DELETE.ACCOUNTBINDS.FINISH.FILE,P.FT.GR.RSS.CUSTOMERDATACONFIRMATION.CSV
P.JW.GR.RSS.DELETE.CREDIT_FRAMEWORK_FINISH.FILE,P.FT.GR.RSS.CUSTOMERDATACONFIRMATION.CSV
P.JW.GR.RSS.DELETE.CUSTOMER_APPROVALS_FINISH.FILE,P.FT.GR.RSS.CUSTOMERDATACONFIRMATION.CSV
P.JW.GR.RSS.DELETE.CUSTOMER_RATINGS_FINISH.FILE,P.FT.GR.RSS.CUSTOMERDATACONFIRMATION.CSV
P.FT.GR.RSS.CUSTOMERDOCUMENTATION.CSV,P.JU.GR.RSS.CUSTOMERDOCUMENTATION.SEM
P.JW.GR.RSS.DELETE.ACCOUNT.FINISH.FILE,P.FT.GR.RSS.CUSTOMERDOCUMENTATION.CSV
P.JW.GR.RSS.DELETE.CUSTOMER.FINISH.FILE,P.FT.GR.RSS.CUSTOMERDOCUMENTATION.CSV
P.JW.GR.RSS.DELETE.FX_RATES_FINISH.FILE,P.FT.GR.RSS.CUSTOMERDOCUMENTATION.CSV
P.FT.GR.RSS.CUSTOMERINDICATOR.CSV,P.JU.GR.RSS.CUSTOMERINDICATOR.SEM
P.JW.GR.RSS.DELETE.CUSTOMER_TO_CUSTOMER_FINISH.FILE,P.FT.GR.RSS.CUSTOMERINDICATOR.CSV
P.JW.GR.RSS.DELETE.CUSTOMERDOCUMENTATION.FINISH.FILE,P.FT.GR.RSS.CUSTOMERINDICATOR.CSV
P.JW.GR.RSS.DELETE.CUSTOMERPHYSICALADDRESS.FINISH.FILE,P.FT.GR.RSS.CUSTOMERINDICATOR.CSV
P.JW.GR.RSS.DELETE.QUALCO_DECEASEDCUSTOMERS_FINISH.FILE,P.FT.GR.RSS.CUSTOMERINDICATOR.CSV
P.JW.GR.RSS.DELETE.QUALCO_DECEASEDCUSTOMERS_FINISH.FILE,P.FT.GR.RSS.CUSTOMERINDICATOR.CSV-327
P.JW.GR.RSS.DELETE.ACCOUNTBINDS.FINISH.FILE,P.FT.GR.RSS.CUSTOMERINDICATOR.CSV
P.JW.GR.RSS.DELETE.CREDIT_FRAMEWORK_FINISH.FILE,P.FT.GR.RSS.CUSTOMERINDICATOR.CSV
P.JW.GR.RSS.DELETE.CUSTOMER_APPROVALS_FINISH.FILE,P.FT.GR.RSS.CUSTOMERINDICATOR.CSV
P.JW.GR.RSS.DELETE.CUSTOMER_RATINGS_FINISH.FILE,P.FT.GR.RSS.CUSTOMERINDICATOR.CSV
P.FT.GR.RSS.CUSTOMERLOGICALADDRESS.CSV,P.JU.GR.RSS.CUSTOMERLOGICALADDRESS.SEM
